,index,Unnamed: 0,model_id,selected,fold,repetition,num_neurons,weight_regularization,monitored_metric,loss,epoch,activation_name,architecture_id,train_overall_acc,train_matthews_corrcoef,validation_overall_acc,validation_matthews_corrcoef,holdout_overall_acc,holdout_matthews_corrcoef,test_overall_acc,test_matthews_corrcoef,dominant_solution,mean_diffs,dataset,run,experiment,validation_loss,holdout_loss,group,policy,mcdm_tuples
461812,461812,12793012,2479,False,0,0,80,3.5e-05,0.745,0.557009,99,SELU(),379,0.784286,0.456093,0.745,0.313419,0.774444,0.410231,0.74,0.295468,False,0.026190666666666695,credit-g,10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
465608,465608,12796808,3024,False,6,6,25,3.3e-05,0.765,0.500722,98,SELU(),324,0.772857,0.427424,0.765,0.39058,0.778889,0.431338,0.76,0.398541,True,0.00925933333333336,credit-g,7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
470821,470821,12802021,2928,False,5,5,29,4.1e-05,0.775,0.473796,97,SELU(),328,0.772857,0.418304,0.775,0.447479,0.771111,0.417465,0.76,0.364758,True,0.0025926666666666875,credit-g,12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
476811,476811,12808011,1458,False,6,6,59,2.5e-05,0.795,0.486183,75,ReLU(),158,0.788571,0.461908,0.795,0.483381,0.777778,0.429751,0.74,0.337141,False,0.01148133333333338,credit-g,3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
482395,482395,12813595,1160,False,3,3,61,2.7e-05,0.765,0.501943,87,ReLU(),160,0.778571,0.431368,0.765,0.41805,0.773333,0.424144,0.75,0.342751,False,0.009047333333333333,credit-g,15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
489297,489297,12820497,2533,False,1,1,34,3.5e-05,0.77,0.546214,76,SELU(),333,0.777143,0.432122,0.77,0.480384,0.752222,0.443913,0.75,0.44746,False,0.016614000000000056,credit-g,1,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
493974,493974,12825174,3353,False,1,1,54,2.9e-05,0.785,0.537356,81,GELU(approximate=False),453,0.78,0.439757,0.785,0.448034,0.768889,0.39481,0.73,0.266038,False,0.010740666666666657,credit-g,16,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
499166,499166,12830366,2738,False,3,3,39,3.6e-05,0.77,0.507589,83,SELU(),338,0.782857,0.442144,0.77,0.397534,0.772222,0.403195,0.71,0.140714,False,0.008571333333333339,credit-g,6,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
508769,508769,12839969,2885,False,4,4,86,4.7e-05,0.925926,0.191153,81,SELU(),385,0.965608,0.763753,0.925926,0.515152,0.95679,0.698844,0.944444,0.485643,False,0.026454666666666665,climate-model-simulation-crashes(4),17,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
514406,514406,12845606,3481,False,2,2,82,5.9e-05,0.935185,0.209929,94,GELU(approximate=False),481,0.970899,0.803783,0.935185,0.47305,0.960905,0.724007,0.925926,0.0,False,0.023809333333333276,climate-model-simulation-crashes(4),18,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
520039,520039,12851239,2895,False,4,4,96,4.6e-05,0.925926,0.182998,83,SELU(),395,0.968254,0.777207,0.925926,0.519517,0.960905,0.726301,0.962963,0.73,False,0.028218666666666614,climate-model-simulation-crashes(4),2,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
525799,525799,12856999,973,False,1,1,74,4.9e-05,0.925926,0.183877,95,ReLU(),173,0.962963,0.735272,0.925926,0.430007,0.954733,0.67358,0.925926,0.0,False,0.024691333333333326,climate-model-simulation-crashes(4),5,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
531034,531034,12862234,2785,False,3,3,86,4.7e-05,0.944444,0.170462,87,SELU(),385,0.968254,0.776836,0.944444,0.613941,0.962963,0.741066,0.925926,0.318953,True,0.015873333333333333,climate-model-simulation-crashes(4),0,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
536926,536926,12868126,2585,False,1,1,86,4.9e-05,0.916667,0.22987,92,SELU(),385,0.973545,0.821189,0.916667,0.385686,0.960905,0.732015,0.944444,0.641491,True,0.037918666666666656,climate-model-simulation-crashes(4),13,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
541719,541719,12872919,3089,False,6,6,90,4.7e-05,0.944444,0.178399,98,SELU(),389,0.962963,0.744594,0.944444,0.571306,0.958848,0.709638,0.962963,0.693375,True,0.012346000000000043,climate-model-simulation-crashes(4),14,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
546484,546484,12877684,3083,False,6,6,84,4.7e-05,0.953704,0.167612,84,SELU(),383,0.965608,0.765024,0.953704,0.682242,0.962963,0.745097,0.907407,0.240098,True,0.007936000000000018,climate-model-simulation-crashes(4),11,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
553766,553766,12884966,1292,False,4,4,93,4.4e-05,0.925926,0.216306,95,ReLU(),192,0.973545,0.817428,0.925926,0.444794,0.965021,0.756605,0.981481,0.857493,True,0.031745999999999976,climate-model-simulation-crashes(4),4,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
558710,558710,12889910,587,False,5,5,88,5.1e-05,0.944444,0.131545,99,Identity(),87,0.970899,0.803783,0.944444,0.636364,0.960905,0.728811,0.925926,0.46,False,0.017636666666666672,climate-model-simulation-crashes(4),8,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
564503,564503,12895703,3064,False,6,6,65,4.9e-05,0.944444,0.193529,96,SELU(),364,0.973545,0.822758,0.944444,0.636364,0.969136,0.792452,0.981481,0.857493,True,0.019400666666666695,climate-model-simulation-crashes(4),10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
566959,566959,12898159,2479,False,0,0,80,4.7e-05,0.962963,0.168421,99,SELU(),379,0.968254,0.783799,0.962963,0.737068,0.967078,0.773103,0.962963,0.73,True,0.00352733333333329,climate-model-simulation-crashes(4),7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
575443,575443,12906643,2685,False,2,2,86,4.6e-05,0.953704,0.148573,93,SELU(),385,0.970899,0.797515,0.953704,0.694393,0.960905,0.724007,0.944444,0.485643,False,0.011463333333333306,climate-model-simulation-crashes(4),12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
581677,581677,12912877,2977,False,5,5,78,4.9e-05,0.935185,0.233005,90,SELU(),377,0.968254,0.783799,0.935185,0.511891,0.960905,0.726301,1.0,1.0,True,0.022045999999999937,climate-model-simulation-crashes(4),3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
587143,587143,12918343,2447,False,0,0,48,5.2e-05,0.944444,0.184719,98,SELU(),347,0.965608,0.756025,0.944444,0.619801,0.960905,0.724635,0.925926,0.0,True,0.014109333333333382,climate-model-simulation-crashes(4),15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
591540,591540,12922740,2796,False,3,3,97,4.5e-05,0.953704,0.142505,94,SELU(),396,0.965608,0.757464,0.953704,0.694393,0.962963,0.742675,0.962963,0.693375,False,0.007936000000000018,climate-model-simulation-crashes(4),1,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
598209,598209,12929409,2399,False,7,7,100,5.1e-05,0.944444,0.164168,99,LeakyReLU(negative_slope=0.01),299,0.970899,0.809635,0.944444,0.506164,0.965021,0.756605,0.944444,0.548795,False,0.017636666666666672,climate-model-simulation-crashes(4),16,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
603624,603624,12934824,1985,False,3,3,86,5.2e-05,0.944444,0.168342,99,LeakyReLU(negative_slope=0.01),285,0.968254,0.783799,0.944444,0.571306,0.962963,0.741066,0.944444,0.548795,True,0.015873333333333333,climate-model-simulation-crashes(4),6,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
607486,607486,12938686,4997,False,1,1,98,2.9e-05,0.752137,0.51822,93,Tanh(),697,0.767157,0.354449,0.752137,0.309819,0.742857,0.25496,0.741379,0.278772,False,0.016199999999999992,ilpd,17,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
613934,613934,12945134,4889,False,0,0,90,3e-05,0.752137,0.542926,91,Tanh(),689,0.781863,0.419939,0.752137,0.312806,0.771429,0.372104,0.689655,0.072131,True,0.019817333333333353,ilpd,18,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
620688,620688,12951888,5382,False,5,5,83,2.7e-05,0.709402,0.548538,96,Tanh(),682,0.769608,0.364402,0.709402,0.140992,0.75619,0.317295,0.724138,0.207086,True,0.040137333333333323,ilpd,2,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
623181,623181,12954381,5487,False,6,6,88,2.7e-05,0.75,0.520902,95,Tanh(),687,0.767726,0.373125,0.75,0.287745,0.750476,0.290845,0.655172,-0.006014,False,0.011817333333333346,ilpd,5,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
632248,632248,12963448,2773,False,3,3,74,3.3e-05,0.74359,0.52019,53,SELU(),373,0.779412,0.430597,0.74359,0.258816,0.721905,0.133157,0.706897,0.0,False,0.03833799999999998,ilpd,0,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
635117,635117,12966317,5171,False,3,3,72,3.1e-05,0.741379,0.532965,76,Tanh(),671,0.775061,0.388372,0.741379,0.212605,0.75619,0.311897,0.689655,0.072131,False,0.02245466666666666,ilpd,13,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
640243,640243,12971443,5188,False,3,3,89,2.7e-05,0.758621,0.501057,92,Tanh(),688,0.777506,0.401006,0.758621,0.312464,0.765714,0.352987,0.672414,0.071968,True,0.012590000000000027,ilpd,14,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
648869,648869,12980069,5385,False,5,5,86,2.5e-05,0.726496,0.584286,99,Tanh(),685,0.776961,0.406188,0.726496,0.248829,0.767619,0.380415,0.724138,0.226531,False,0.033643333333333324,ilpd,11,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
651862,651862,12983062,2185,False,5,5,86,3.7e-05,0.741379,0.561562,96,LeakyReLU(negative_slope=0.01),285,0.777506,0.408832,0.741379,0.330929,0.748571,0.339647,0.724138,0.247107,False,0.02408466666666668,ilpd,4,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
657926,657926,12989126,5296,False,4,4,97,3e-05,0.741379,0.548803,89,Tanh(),696,0.772616,0.379783,0.741379,0.241417,0.769524,0.362882,0.724138,0.207086,False,0.02082466666666664,ilpd,8,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
664807,664807,12996007,5592,False,7,7,93,3.2e-05,0.726496,0.530799,96,Tanh(),692,0.779412,0.39917,0.726496,0.208323,0.76381,0.340625,0.655172,-0.006014,False,0.035277333333333306,ilpd,10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
670764,670764,13001964,2463,False,0,0,64,3.3e-05,0.735043,0.58453,87,SELU(),363,0.776961,0.402265,0.735043,0.237052,0.744762,0.268806,0.655172,-0.062824,False,0.02794533333333334,ilpd,7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
675477,675477,13006677,2545,False,1,1,46,3.3e-05,0.728814,0.634772,95,SELU(),345,0.776413,0.407795,0.728814,0.282863,0.750476,0.329024,0.706897,0.181813,False,0.03173266666666671,ilpd,12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
681411,681411,13012611,4992,False,1,1,93,3e-05,0.726496,0.517342,97,Tanh(),692,0.779412,0.399435,0.726496,0.162221,0.771429,0.373002,0.706897,0.123708,True,0.035277333333333306,ilpd,3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
686782,686782,13017982,4891,False,0,0,92,2.7e-05,0.735043,0.548774,80,Tanh(),691,0.779412,0.401887,0.735043,0.226339,0.754286,0.307848,0.706897,0.154397,False,0.02957933333333333,ilpd,15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
691988,691988,13023188,2734,False,3,3,35,3.9e-05,0.74359,0.556675,79,SELU(),334,0.776961,0.412283,0.74359,0.270952,0.76,0.334894,0.706897,0.154397,True,0.02224733333333336,ilpd,1,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
699498,699498,13030698,4894,False,0,0,95,2.6e-05,0.726496,0.53162,86,Tanh(),694,0.789216,0.427561,0.726496,0.238352,0.779048,0.398865,0.706897,0.181813,True,0.041813333333333334,ilpd,16,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
702754,702754,13033954,4999,False,1,1,100,2.6e-05,0.752137,0.512132,99,Tanh(),699,0.77451,0.376905,0.752137,0.309746,0.771429,0.368792,0.724138,0.19167,True,0.014915333333333392,ilpd,6,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
708912,708912,13040112,1591,False,7,7,92,4.4e-05,0.919355,0.299001,93,ReLU(),191,0.936219,0.888306,0.919355,0.858967,0.936057,0.887921,0.951613,0.913997,True,0.01124266666666666,balance-scale,17,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
713194,713194,13044394,3885,False,6,6,86,5.4e-05,0.919355,0.240203,94,GELU(approximate=False),485,0.936219,0.887959,0.919355,0.859396,0.936057,0.887794,0.935484,0.885777,True,0.01124266666666666,balance-scale,18,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
722092,722092,13053292,1590,False,7,7,91,4.8e-05,0.912,0.324886,93,ReLU(),190,0.945205,0.903951,0.912,0.844347,0.939609,0.893875,0.935484,0.884963,False,0.02213666666666662,balance-scale,2,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
723316,723316,13054516,885,False,0,0,86,4.5e-05,0.928,0.244,91,ReLU(),185,0.931507,0.879936,0.928,0.874168,0.932504,0.881637,0.919355,0.854735,True,0.003002666666666635,balance-scale,5,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
728525,728525,13059725,2196,False,5,5,97,5.5e-05,0.92,0.263603,96,LeakyReLU(negative_slope=0.01),296,0.924658,0.868555,0.92,0.861084,0.9254,0.869569,0.935484,0.886622,True,0.0035999999999999734,balance-scale,0,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
735319,735319,13066519,1794,False,1,1,95,5.2e-05,0.920635,0.226034,98,LeakyReLU(negative_slope=0.01),294,0.93135,0.880219,0.920635,0.860437,0.930728,0.878679,0.935484,0.884828,True,0.007143333333333353,balance-scale,13,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
739579,739579,13070779,2090,False,4,4,91,5.2e-05,0.928,0.224189,99,LeakyReLU(negative_slope=0.01),290,0.924658,0.867768,0.928,0.875393,0.9254,0.869552,0.903226,0.824689,False,0.0022280000000000446,balance-scale,14,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
748202,748202,13079402,1992,False,3,3,93,5.2e-05,0.928571,0.258192,96,LeakyReLU(negative_slope=0.01),292,0.940503,0.895931,0.928571,0.874564,0.937833,0.891152,0.951613,0.913997,False,0.007954666666666629,balance-scale,11,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
755930,755930,13087130,2199,False,5,5,100,5.5e-05,0.896,0.327839,96,LeakyReLU(negative_slope=0.01),299,0.949772,0.911709,0.896,0.819956,0.937833,0.890929,0.935484,0.886622,True,0.035847999999999956,balance-scale,4,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
758001,758001,13089201,1572,False,7,7,73,5e-05,0.919355,0.251415,99,ReLU(),172,0.929385,0.876054,0.919355,0.858774,0.927176,0.872234,0.951613,0.913997,True,0.006686666666666656,balance-scale,8,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
764575,764575,13095775,3296,False,0,0,97,5e-05,0.920635,0.258301,97,GELU(approximate=False),496,0.933638,0.883937,0.920635,0.859815,0.932504,0.881813,0.935484,0.884828,True,0.008668666666666658,balance-scale,10,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
772030,772030,13103230,2099,False,4,4,100,5.2e-05,0.92,0.269946,95,LeakyReLU(negative_slope=0.01),299,0.940639,0.896415,0.92,0.859511,0.930728,0.879078,0.919355,0.853594,False,0.01375933333333331,balance-scale,7,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
774689,774689,13105889,1097,False,2,2,98,4.5e-05,0.920635,0.264186,90,ReLU(),197,0.933638,0.88445,0.920635,0.859473,0.934281,0.884946,0.887097,0.796161,True,0.009097333333333365,balance-scale,12,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
782991,782991,13114191,1896,False,2,2,97,5.1e-05,0.920635,0.277573,90,LeakyReLU(negative_slope=0.01),296,0.949657,0.911814,0.920635,0.859815,0.944938,0.903397,0.951613,0.912858,True,0.019347999999999994,balance-scale,3,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
785218,785218,13116418,1580,False,7,7,81,4.7e-05,0.919355,0.240262,92,ReLU(),180,0.924829,0.868401,0.919355,0.861139,0.923623,0.866615,0.935484,0.885316,True,0.003649333333333319,balance-scale,15,exp0090_politica_1_oracle_1m1l_nosbss,,,Individual,Train,"[('train_overall_acc', 1), ('num_neurons', -1)]"
